TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,TransactionHour,TransactionFrequency,DeviceUsage,IPUsage,MerchantPreference,Cluster,Channel,CustomerOccupation
TX000763,AC00165,239826.82878543978,2023-03-03 17:18:59,Credit,Fresno,D000622,47.82.77.181,M084,1129.7820056804605,11171.716393864486,1.7271441635919087,23502834.17850789,2024-11-04 08:07:28,-485600702299341.75,29.05172025585174,19.632504998576007,15.573786447012665,21.4636034435121,1.2756766628124168,0,Branch,Doctor
TX000764,AC00420,138877.31996604797,2023-12-25 16:28:20,Credit,Indianapolis,D000046,104.155.121.252,M073,1040.8387236548617,3617.134793672346,1.7271441635919087,8423973.542466905,2024-11-04 08:08:36,-249822538818917.06,28.32080696242022,15.124960869538992,19.242490209605,21.4636034435121,1.2756766628124168,2,Online,Engineer
TX000765,AC00329,158711.11821464612,2023-09-04 18:37:57,Credit,Indianapolis,D000573,34.86.220.205,M100,809.5861903883042,6555.027638191512,1.7271441635919087,23452132.021028463,2024-11-04 08:08:53,-338674973596227.94,29.78263354928326,26.393821192131526,19.242490209605,17.387312455245535,1.2756766628124168,0,Branch,Doctor
TX000766,AC00037,23590.266334718825,2023-12-22 17:17:34,Debit,Fort Worth,D000477,189.198.67.252,M070,1343.2458825418983,5435.830364088973,1.7271441635919087,24859233.89606134,2024-11-04 08:06:48,-252176286961337.72,29.05172025585174,10.61741674050198,10.070730803124167,13.311021466978978,1.2756766628124168,1,ATM,Retired
TX000767,AC00293,13794.500783240472,2023-03-13 16:05:46,Debit,San Diego,D000590,80.155.14.197,M043,1058.6273800599815,3757.0344529351632,1.7271441635919087,10026824.747029968,2024-11-04 08:07:24,-477701414437117.7,28.32080696242022,15.124960869538992,8.236378921828,9.234730478712418,1.2756766628124168,0,Branch,Engineer
TX000768,AC00481,95978.52189987473,2023-11-23 17:44:29,Debit,San Francisco,D000517,90.111.245.138,M054,1129.7820056804605,3896.934112197981,1.7271441635919087,41290243.06875943,2024-11-04 08:09:18,-275187722611731.28,29.05172025585174,15.124960869538992,11.905082684420332,19.425457949378817,1.2756766628124168,1,ATM,Doctor
TX000769,AC00233,130418.40203750676,2023-07-07 17:19:39,Debit,Las Vegas,D000308,207.157.126.125,M052,969.6840980343824,11381.565882758712,1.7271441635919087,2805394.4605544796,2024-11-04 08:12:05,-385563667812704.56,29.05172025585174,19.632504998576007,10.070730803124167,21.4636034435121,1.2756766628124168,1,ATM,Doctor
TX000770,AC00235,16611.221211481417,2023-08-17 16:54:30,Debit,Fresno,D000461,175.230.206.232,M026,1325.4572261367784,10612.117756813217,1.7271441635919087,14395361.637116939,2024-11-04 08:11:33,-353024798399714.2,28.32080696242022,21.88627706309451,11.905082684420332,15.349166961112259,1.4988055549241963,2,Online,Retired
TX000771,AC00324,46535.59202010957,2023-02-09 16:28:58,Debit,Sacramento,D000122,188.225.207.71,M013,542.7563443115073,1238.8405862044501,1.7271441635919087,5902789.260972632,2024-11-04 08:10:03,-503096868031293.44,28.32080696242022,17.3787329340575,11.905082684420332,15.349166961112259,1.2756766628124168,0,Branch,Student
TX000772,AC00029,29833.75337721352,2023-11-29 18:38:41,Credit,Denver,D000524,80.155.14.197,M033,1183.14797489582,5365.880534457564,1.7271441635919087,56126357.375452764,2024-11-04 08:09:44,-270394305670323.5,29.78263354928326,19.632504998576007,8.236378921828,9.234730478712418,1.2756766628124168,2,Online,Doctor
TX000773,AC00093,241729.9393752979,2023-01-17 17:25:13,Debit,El Paso,D000645,215.97.143.157,M018,685.0655955524657,18656.348164425217,3.534770921883559,38227559.74538488,2024-11-04 08:08:14,-521325978315945.06,29.05172025585174,26.393821192131526,15.573786447012665,19.425457949378817,1.2756766628124168,0,Branch,Engineer
TX000774,AC00141,18385.90102533685,2023-05-22 18:45:23,Debit,Phoenix,D000487,10.223.224.50,M056,1361.034538947018,6764.877127085738,1.7271441635919087,27363569.4606086,2024-11-04 08:10:47,-422037933030816.9,29.78263354928326,17.3787329340575,10.070730803124167,15.349166961112259,1.2756766628124168,1,ATM,Retired
TX000775,AC00061,8239.869721123872,2023-06-14 16:34:54,Debit,San Jose,D000700,28.149.72.129,M050,1449.9778209726169,7254.525934505598,1.7271441635919087,13736077.583245998,2024-11-04 08:06:49,-403846563509429.3,28.32080696242022,17.3787329340575,13.7394345657165,19.425457949378817,1.2756766628124168,1,ATM,Retired
TX000776,AC00092,51010.23701129441,2023-09-08 17:48:22,Debit,Houston,D000127,161.177.41.214,M074,1467.7664773777367,4596.432408512068,1.7271441635919087,19168267.733932134,2024-11-04 08:11:52,-335528108873385.6,29.05172025585174,24.14004912761302,10.070730803124167,17.387312455245535,1.2756766628124168,2,Online,Retired
TX000777,AC00354,51702.011872945295,2023-08-10 16:48:55,Debit,San Jose,D000566,86.220.59.252,M091,720.6429083627052,7464.375423399825,1.7271441635919087,35712498.72444774,2024-11-04 08:10:30,-358585031930196.75,28.32080696242022,17.3787329340575,8.236378921828,19.425457949378817,1.2756766628124168,0,Branch,Engineer
TX000778,AC00358,26100.504229316975,2023-11-10 18:02:07,Debit,Fort Worth,D000112,112.196.12.19,M065,862.9521596036636,12290.913667967025,1.7271441635919087,10018907.410131259,2024-11-04 08:09:41,-285499717646593.1,29.78263354928326,24.14004912761302,15.573786447012665,17.387312455245535,1.2756766628124168,2,Online,Engineer
TX000779,AC00078,166066.69902207324,2023-06-20 16:27:07,Debit,Columbus,D000358,213.207.62.176,M042,987.4727544395022,1098.9409269416326,1.7271441635919087,14745674.543640174,2024-11-04 08:12:12,-399090051098157.44,28.32080696242022,19.632504998576007,10.070730803124167,9.234730478712418,1.2756766628124168,2,Online,Retired
TX000780,AC00013,40610.26303634883,2023-12-11 17:29:02,Credit,Phoenix,D000227,20.147.6.179,M001,1254.3026005162992,7394.425593768416,1.7271441635919087,16298642.625575403,2024-11-04 08:07:04,-260903693733487.38,29.05172025585174,24.14004912761302,11.905082684420332,15.349166961112259,1.2756766628124168,2,Online,Retired
TX000781,AC00030,133670.0357753932,2023-09-26 16:18:33,Credit,Virginia Beach,D000587,214.67.148.245,M006,542.7563443115073,13619.96043096379,1.7271441635919087,28416887.281413887,2024-11-04 08:09:29,-321285000282167.44,28.32080696242022,26.393821192131526,10.070730803124167,23.501748937645374,1.2756766628124168,0,Branch,Engineer
TX000782,AC00074,29900.887646487656,2023-04-25 17:00:15,Debit,Atlanta,D000195,112.56.160.202,M036,1218.7252877060596,10332.318438287582,1.7271441635919087,25475499.119393967,2024-11-04 08:12:22,-443533746678127.3,29.05172025585174,12.871188805020488,17.40813832830883,15.349166961112259,1.2756766628124168,2,Online,Retired
TX000783,AC00399,88042.08371916268,2023-05-01 17:21:46,Debit,El Paso,D000086,165.35.58.173,M006,827.374846793424,3687.0846233037546,1.7271441635919087,30799030.64643573,2024-11-04 08:11:56,-438757872253659.1,29.05172025585174,17.3787329340575,8.236378921828,15.349166961112259,1.2756766628124168,2,Online,Doctor
TX000784,AC00323,77922.32234640479,2023-06-05 16:11:07,Debit,Boston,D000581,106.244.1.47,M085,1005.261410844622,9353.02082344786,1.7271441635919087,26453309.727214504,2024-11-04 08:06:37,-411005224501425.06,28.32080696242022,15.124960869538992,8.236378921828,21.4636034435121,1.2756766628124168,2,Online,Engineer
TX000785,AC00107,101156.61727780162,2023-01-24 16:05:40,Debit,San Diego,D000054,215.97.143.157,M050,560.545000716627,3617.134793672346,1.7271441635919087,8163403.454682254,2024-11-04 08:11:09,-515813713323139.2,28.32080696242022,17.3787329340575,11.905082684420332,19.425457949378817,1.2756766628124168,2,Online,Engineer
TX000786,AC00211,120415.39591566041,2023-01-10 17:40:16,Debit,Los Angeles,D000494,52.1.78.30,M023,774.0088775780646,6275.228319665877,1.7271441635919087,43329678.85087995,2024-11-04 08:09:13,-526875956503889.8,29.05172025585174,15.124960869538992,13.7394345657165,19.425457949378817,1.2756766628124168,1,ATM,Doctor
TX000787,AC00297,32758.47241254764,2023-08-21 18:36:41,Debit,Portland,D000401,216.151.64.40,M076,667.2769391473458,7884.074401188277,1.7271441635919087,35451226.6067903,2024-11-04 08:12:12,-349792968715308.94,29.78263354928326,28.64759325665003,10.070730803124167,15.349166961112259,1.2756766628124168,0,Branch,Doctor
TX000788,AC00102,92642.24060507743,2023-08-28 17:34:17,Debit,Colorado Springs,D000599,218.83.2.94,M088,987.4727544395022,6135.328660403059,1.7271441635919087,18225480.616432,2024-11-04 08:08:00,-344267323992453.8,29.05172025585174,17.3787329340575,15.573786447012665,11.272875972845698,1.2756766628124168,1,ATM,Engineer
TX000789,AC00196,76372.39639055407,2023-12-20 18:58:27,Debit,Fort Worth,D000564,36.13.239.172,M005,702.8542519575855,10052.519119761946,1.7271441635919087,29391811.766424052,2024-11-04 08:08:49,-253709699594486.44,29.78263354928326,19.632504998576007,11.905082684420332,13.311021466978978,1.2756766628124168,0,Branch,Engineer
TX000790,AC00342,27256.381213341236,2023-03-27 16:48:34,Debit,Dallas,D000598,3.200.166.167,M092,560.545000716627,10192.418779024763,1.7271441635919087,24783414.6697998,2024-11-04 08:07:55,-466562632951710.1,28.32080696242022,12.871188805020488,10.070730803124167,11.272875972845698,1.2756766628124168,1,ATM,Engineer
TX000791,AC00027,76789.79641256284,2023-09-11 16:09:15,Debit,Oklahoma City,D000408,44.73.3.217,M029,1165.3593184907002,8373.723208608139,1.7271441635919087,52998697.28718535,2024-11-04 08:10:23,-333200054223559.6,28.32080696242022,12.871188805020488,8.236378921828,15.349166961112259,1.2756766628124168,0,Branch,Doctor
TX000792,AC00339,19124.377987352353,2023-08-17 18:32:19,Debit,Denver,D000076,18.72.115.111,M062,1361.034538947018,16208.104127325912,1.7271441635919087,5275174.554696534,2024-11-04 08:08:31,-352969193491384.4,29.78263354928326,26.393821192131526,11.905082684420332,17.387312455245535,1.2756766628124168,1,ATM,Retired
TX000793,AC00468,74305.82844941979,2023-01-11 16:56:58,Debit,Jacksonville,D000112,41.82.55.163,M007,542.7563443115073,6065.37883077165,4.137313174647442,10914892.536111921,2024-11-04 08:09:12,-526105859307928.0,28.32080696242022,15.124960869538992,15.573786447012665,19.425457949378817,1.4988055549241963,1,ATM,Engineer
TX000794,AC00262,119469.67838327693,2023-03-15 16:33:09,Credit,Nashville,D000638,142.148.226.178,M028,418.2357494756686,8863.372016027999,2.9322286691196755,4774120.233821003,2024-11-04 08:10:10,-476099917724343.2,28.32080696242022,17.3787329340575,15.573786447012665,13.311021466978978,1.2756766628124168,0,Branch,Student
TX000795,AC00425,51652.390891307885,2023-06-05 16:16:13,Debit,Indianapolis,D000438,47.167.178.158,M044,1058.6273800599815,6345.178149297286,1.7271441635919087,14545089.008319644,2024-11-04 08:07:11,-411002724991415.9,28.32080696242022,21.88627706309451,11.905082684420332,17.387312455245535,1.2756766628124168,1,ATM,Retired
TX000796,AC00161,58520.51852617933,2023-08-14 16:26:38,Debit,Detroit,D000585,82.88.241.226,M041,1058.6273800599815,10052.519119761946,1.7271441635919087,23669137.255040403,2024-11-04 08:07:22,-355419742510411.6,28.32080696242022,15.124960869538992,10.070730803124167,13.311021466978978,1.2756766628124168,2,Online,Doctor
TX000797,AC00417,15204.320437997338,2023-01-23 18:06:58,Debit,Dallas,D000114,162.198.218.92,M017,1165.3593184907002,9422.970653079268,1.7271441635919087,16745250.62964995,2024-11-04 08:12:12,-516541373985194.75,29.78263354928326,17.3787329340575,8.236378921828,11.272875972845698,1.2756766628124168,0,Branch,Retired
TX000798,AC00208,127519.95293362775,2023-12-29 17:17:48,Debit,Jacksonville,D000471,147.125.143.41,M075,1040.8387236548617,9492.920482710677,1.7271441635919087,14832843.252845189,2024-11-04 08:09:18,-246619802695868.97,29.05172025585174,15.124960869538992,13.7394345657165,15.349166961112259,1.2756766628124168,1,ATM,Retired
TX000799,AC00304,22110.393529415032,2023-01-30 17:17:38,Credit,Jacksonville,D000566,92.180.81.50,M009,1183.14797489582,11451.51571239012,1.7271441635919087,24783726.683076594,2024-11-04 08:08:26,-511008763716063.94,29.05172025585174,30.901365321168537,8.236378921828,13.311021466978978,1.2756766628124168,0,Branch,Retired
TX000800,AC00166,53651.82456316804,2023-10-25 16:21:15,Credit,Louisville,D000499,35.73.67.98,M013,453.81306228590825,1098.9409269416326,1.7271441635919087,4887537.059936519,2024-11-04 08:06:54,-298257189165463.56,28.32080696242022,19.632504998576007,15.573786447012665,11.272875972845698,1.2756766628124168,2,Online,Student
TX000801,AC00279,183708.41743480723,2023-01-20 16:09:37,Debit,Austin,D000415,196.121.240.10,M005,827.374846793424,7674.224912294051,1.7271441635919087,46298953.199513555,2024-11-04 08:07:32,-518985389358572.9,28.32080696242022,26.393821192131526,8.236378921828,13.311021466978978,1.2756766628124168,2,Online,Doctor
TX000802,AC00114,78637.44825823799,2023-02-21 18:13:02,Debit,San Antonio,D000224,81.102.230.41,M021,560.545000716627,12500.763156861252,1.7271441635919087,36703452.89155333,2024-11-04 08:11:45,-493512882854738.3,29.78263354928326,21.88627706309451,10.070730803124167,15.349166961112259,1.2756766628124168,2,Online,Doctor
TX000803,AC00411,106039.90564717684,2023-05-11 16:36:38,Debit,Jacksonville,D000073,69.160.14.157,M051,1467.7664773777367,3407.28530477812,1.7271441635919087,23420111.658497225,2024-11-04 08:07:35,-430840738625119.3,28.32080696242022,19.632504998576007,17.40813832830883,11.272875972845698,1.2756766628124168,1,ATM,Retired
TX000804,AC00380,163798.72827311655,2023-08-14 18:01:36,Credit,Memphis,D000493,93.169.212.219,M059,934.1067852241428,6555.027638191512,1.7271441635919087,3194787.0299964733,2024-11-04 08:10:51,-355369302030850.8,29.78263354928326,19.632504998576007,15.573786447012665,13.311021466978978,1.2756766628124168,2,Online,Engineer
TX000805,AC00272,103039.29569875023,2023-06-12 16:58:04,Debit,Chicago,D000513,15.176.70.194,M001,1467.7664773777367,3267.3856455153027,2.329686416355792,14293918.320498487,2024-11-04 08:11:23,-405424232172741.06,28.32080696242022,24.14004912761302,11.905082684420332,9.234730478712418,1.2756766628124168,1,ATM,Retired
TX000806,AC00202,38931.90630449542,2023-03-13 17:01:57,Debit,Colorado Springs,D000203,41.0.10.107,M094,542.7563443115073,11311.616053127304,1.7271441635919087,1251802.3520656582,2024-11-04 08:10:05,-477671916543259.06,29.05172025585174,33.15513738568704,21.076842090901163,13.311021466978978,1.2756766628124168,0,Branch,Student
TX000807,AC00053,7527.662690563466,2023-11-01 16:55:58,Credit,Nashville,D000449,223.32.70.156,M002,756.2202211729448,1308.7904158358588,1.7271441635919087,1870290.6699954602,2024-11-04 08:07:20,-292680552600545.6,28.32080696242022,21.88627706309451,13.7394345657165,15.349166961112259,1.2756766628124168,2,Online,Engineer
TX000808,AC00316,195474.4278454178,2023-11-07 17:38:05,Debit,Detroit,D000682,184.59.28.72,M019,827.374846793424,10122.468949393355,3.534770921883559,52449904.934959956,2024-11-04 08:06:29,-287893090374159.75,29.05172025585174,19.632504998576007,15.573786447012665,13.311021466978978,1.2756766628124168,2,Online,Doctor
TX000809,AC00422,23718.697110721518,2023-05-19 17:28:42,Credit,New York,D000604,190.92.63.219,M016,987.4727544395022,4176.733430723615,1.7271441635919087,31256403.108559757,2024-11-04 08:12:13,-424462889640374.9,29.05172025585174,15.124960869538992,11.905082684420332,15.349166961112259,1.2756766628124168,0,Branch,Doctor
TX000810,AC00083,2822.4260788283327,2023-11-20 16:28:19,Debit,Mesa,D000105,217.233.219.196,M060,1254.3026005162992,13969.709579120834,1.7271441635919087,16390569.537251564,2024-11-04 08:11:35,-277612863008789.9,28.32080696242022,19.632504998576007,13.7394345657165,17.387312455245535,1.2756766628124168,1,ATM,Retired
TX000811,AC00125,52519.298629326084,2023-03-15 16:37:04,Debit,Omaha,D000041,35.67.21.23,M035,364.86978026030926,1448.6900750986763,1.7271441635919087,34603057.51547869,2024-11-04 08:07:06,-476096067376204.0,28.32080696242022,19.632504998576007,11.905082684420332,21.4636034435121,1.2756766628124168,1,ATM,Student
TX000812,AC00227,33928.94380293585,2023-12-08 17:05:33,Debit,San Francisco,D000185,76.0.164.168,M063,524.9676879063875,7674.224912294051,1.7271441635919087,3539444.6958777737,2024-11-04 08:09:07,-263299657864813.53,29.05172025585174,17.3787329340575,10.070730803124167,17.387312455245535,1.2756766628124168,0,Branch,Engineer
TX000813,AC00292,47475.47178994748,2023-12-25 16:32:44,Debit,San Jose,D000626,34.86.220.205,M077,862.9521596036636,19425.796290370712,1.7271441635919087,36223498.46852116,2024-11-04 08:08:21,-249819974983282.62,28.32080696242022,21.88627706309451,19.242490209605,17.387312455245535,1.2756766628124168,2,Online,Doctor
TX000814,AC00319,158719.8748584645,2023-12-07 18:28:50,Credit,Nashville,D000641,82.115.199.37,M045,1289.8799133265388,4526.482578880659,1.7271441635919087,8679395.411184415,2024-11-04 08:08:27,-264047332985692.78,29.78263354928326,17.3787329340575,11.905082684420332,13.311021466978978,1.2756766628124168,0,Branch,Retired
TX000815,AC00431,92963.31754508417,2023-05-01 17:31:34,Credit,Sacramento,D000060,119.163.214.161,M083,1236.5139441111794,1238.8405862044501,1.7271441635919087,57100735.83722854,2024-11-04 08:07:58,-438750281829881.2,29.05172025585174,21.88627706309451,8.236378921828,15.349166961112259,1.2756766628124168,2,Online,Doctor
TX000816,AC00365,82315.23866195156,2023-02-20 18:03:01,Debit,Houston,D000374,11.167.243.171,M096,845.1635031985438,2148.188371412763,1.7271441635919087,37967730.68913262,2024-11-04 08:07:24,-494309969245174.6,29.78263354928326,17.3787329340575,11.905082684420332,17.387312455245535,1.2756766628124168,0,Branch,Engineer
TX000817,AC00050,7358.367576741731,2023-02-08 17:33:08,Debit,San Diego,D000099,186.135.2.148,M061,560.545000716627,2078.2385417813543,1.7271441635919087,10754751.72179613,2024-11-04 08:07:26,-503854008208457.56,29.05172025585174,17.3787329340575,13.7394345657165,19.425457949378817,1.2756766628124168,1,ATM,Engineer
TX000818,AC00129,171592.14127146197,2023-08-15 16:57:27,Debit,Mesa,D000515,187.199.178.27,M014,685.0655955524657,6135.328660403059,1.7271441635919087,25961303.79136607,2024-11-04 08:12:18,-354611509408059.25,28.32080696242022,15.124960869538992,17.40813832830883,15.349166961112259,1.2756766628124168,1,ATM,Doctor
TX000819,AC00366,108999.65125778443,2023-06-19 18:12:16,Debit,San Diego,D000362,214.125.131.88,M088,1023.0500672497418,10122.468949393355,1.7271441635919087,12617743.995888252,2024-11-04 08:06:34,-399822931325232.2,29.78263354928326,24.14004912761302,15.573786447012665,13.311021466978978,1.2756766628124168,1,ATM,Retired
TX000820,AC00452,18736.166778071474,2023-07-25 18:28:57,Debit,Fresno,D000647,113.137.153.101,M039,400.4470930705488,10472.2180975504,1.7271441635919087,6544015.546448977,2024-11-04 08:07:18,-371231504988033.3,29.78263354928326,21.88627706309451,13.7394345657165,19.425457949378817,1.2756766628124168,1,ATM,Student
TX000821,AC00339,112292.1493334899,2023-10-31 17:06:08,Debit,Colorado Springs,D000133,107.248.120.12,M064,1005.261410844622,20055.34475705339,1.7271441635919087,32653832.572011948,2024-11-04 08:10:03,-293470406952830.25,29.05172025585174,26.393821192131526,17.40813832830883,11.272875972845698,1.2756766628124168,2,Online,Engineer
TX000822,AC00389,72443.58219738069,2023-05-22 17:58:55,Credit,Chicago,D000081,56.89.80.133,M096,1200.9366313009398,10542.167927181808,1.7271441635919087,10190943.73062491,2024-11-04 08:07:43,-422061862163405.06,29.05172025585174,12.871188805020488,10.070730803124167,15.349166961112259,1.2756766628124168,0,Branch,Retired
TX000823,AC00188,14535.896626528762,2023-08-11 16:43:41,Credit,Kansas City,D000071,112.222.0.29,M006,364.86978026030926,9632.820141973494,1.7271441635919087,2158239.9228190016,2024-11-04 08:10:11,-357793780792907.0,28.32080696242022,17.3787329340575,6.402027040531834,11.272875972845698,1.2756766628124168,0,Branch,Student
TX000824,AC00039,1508.929506073488,2023-10-19 16:34:39,Credit,Omaha,D000214,166.41.54.117,M019,1111.9933492753407,8443.673038239547,1.7271441635919087,23473816.943765815,2024-11-04 08:09:48,-303015171876740.8,28.32080696242022,21.88627706309451,19.242490209605,23.501748937645374,1.2756766628124168,0,Branch,Retired
TX000825,AC00319,18099.850660603573,2023-08-01 17:14:17,Debit,Oklahoma City,D000651,5.50.152.168,M037,649.488282742226,4176.733430723615,1.7271441635919087,28404016.733746033,2024-11-04 08:07:51,-365715242617087.75,29.05172025585174,17.3787329340575,10.070730803124167,17.387312455245535,1.2756766628124168,0,Branch,Engineer
TX000826,AC00077,119443.40845182183,2023-12-15 16:48:08,Debit,Mesa,D000369,19.20.13.234,M038,507.1790315012676,16977.55225327141,1.7271441635919087,26711383.708784785,2024-11-04 08:08:29,-257751177544999.25,28.32080696242022,19.632504998576007,13.7394345657165,17.387312455245535,1.2756766628124168,0,Branch,Engineer
TX000827,AC00131,153422.10534835327,2023-04-07 17:37:34,Debit,El Paso,D000593,44.73.3.217,M002,1076.4160364651011,5435.830364088973,1.7271441635919087,50776304.71988329,2024-11-04 08:09:46,-457803054177566.94,29.05172025585174,26.393821192131526,11.905082684420332,15.349166961112259,1.2756766628124168,0,Branch,Doctor
TX000828,AC00180,32101.72412617022,2023-10-10 18:12:07,Debit,Milwaukee,D000240,49.31.186.82,M070,507.1790315012676,17397.25123105986,1.7271441635919087,29637249.210284077,2024-11-04 08:06:40,-310105362835359.4,29.78263354928326,8.363644675983474,6.402027040531834,27.578039925911938,1.2756766628124168,1,ATM,Student
TX000829,AC00249,20738.519331204418,2023-12-18 18:34:33,Debit,Nashville,D000005,193.221.15.59,M073,1165.3593184907002,3547.1849640409373,1.7271441635919087,28594539.84088988,2024-11-04 08:07:55,-255310304937882.7,29.78263354928326,17.3787329340575,15.573786447012665,15.349166961112259,1.2756766628124168,0,Branch,Retired
TX000830,AC00454,36736.90758735843,2023-09-22 17:44:42,Debit,Louisville,D000640,18.72.115.111,M051,969.6840980343824,5645.6798529831985,1.7271441635919087,26182170.18967837,2024-11-04 08:11:28,-324414441949945.56,29.05172025585174,15.124960869538992,13.7394345657165,17.387312455245535,1.2756766628124168,2,Online,Retired
TX000831,AC00076,94881.02254130624,2023-07-05 16:49:05,Debit,Virginia Beach,D000642,101.120.142.50,M043,1005.261410844622,2218.138201044172,1.7271441635919087,8772921.390904156,2024-11-04 08:08:07,-387166258061108.06,28.32080696242022,21.88627706309451,11.905082684420332,11.272875972845698,1.2756766628124168,1,ATM,Retired
TX000832,AC00386,11882.633549563974,2023-04-24 17:16:27,Debit,Austin,D000539,219.98.242.240,M089,1289.8799133265388,11521.46554202153,1.7271441635919087,13751951.258703018,2024-11-04 08:07:44,-444316221962259.75,29.05172025585174,24.14004912761302,11.905082684420332,23.501748937645374,1.2756766628124168,2,Online,Retired
TX000833,AC00444,46328.35144974158,2023-12-01 17:29:15,Credit,Omaha,D000075,21.190.11.223,M019,1076.4160364651011,3337.3354751467114,1.7271441635919087,32503559.177574843,2024-11-04 08:11:00,-268845362993367.56,29.05172025585174,15.124960869538992,11.905082684420332,17.387312455245535,1.2756766628124168,0,Branch,Engineer
TX000834,AC00307,24019.34188181874,2023-11-07 16:36:34,Credit,Seattle,D000228,201.95.180.152,M051,436.02440588078844,4876.2317270377025,1.7271441635919087,7081887.433986491,2024-11-04 08:10:47,-287929379216168.44,28.32080696242022,12.871188805020488,11.905082684420332,17.387312455245535,1.2756766628124168,2,Online,Student
TX000835,AC00397,56871.350607053806,2023-04-20 17:52:46,Debit,Kansas City,D000531,16.128.130.153,M042,702.8542519575855,12430.813327229844,1.7271441635919087,15164162.35114344,2024-11-04 08:12:09,-447474481510144.0,29.05172025585174,21.88627706309451,19.242490209605,17.387312455245535,1.2756766628124168,0,Branch,Engineer
TX000836,AC00078,5180.882147241477,2023-11-30 17:48:36,Debit,Omaha,D000660,205.45.234.42,M022,1449.9778209726169,11661.365201284347,1.7271441635919087,29611781.126565564,2024-11-04 08:08:04,-269627038801872.06,29.05172025585174,19.632504998576007,11.905082684420332,21.4636034435121,1.2756766628124168,2,Online,Retired
TX000837,AC00348,138667.16051440718,2023-08-10 18:30:37,Debit,San Jose,D000643,24.129.74.189,M031,1058.6273800599815,15088.906853223374,1.7271441635919087,5794169.638987861,2024-11-04 08:10:46,-358529105393740.75,29.78263354928326,15.124960869538992,13.7394345657165,11.272875972845698,1.2756766628124168,1,ATM,Retired
TX000838,AC00169,11742.527248470125,2023-05-10 16:15:31,Debit,Miami,D000059,105.87.212.115,M093,1218.7252877060596,17257.351571797044,3.534770921883559,36610394.93174878,2024-11-04 08:11:52,-431648705235595.7,28.32080696242022,10.61741674050198,13.7394345657165,17.387312455245535,1.2756766628124168,1,ATM,Doctor
TX000839,AC00007,186449.24694995565,2023-07-24 16:07:05,Debit,Dallas,D000561,184.57.159.204,M028,1449.9778209726169,10752.017416076034,1.7271441635919087,16397199.819383489,2024-11-04 08:08:51,-372104541563124.4,28.32080696242022,17.3787329340575,11.905082684420332,9.234730478712418,1.2756766628124168,0,Branch,Retired
TX000840,AC00009,45128.691246625494,2023-05-04 17:43:59,Credit,Portland,D000270,204.120.80.105,M001,1218.7252877060596,12290.913667967025,1.7271441635919087,18777081.08814856,2024-11-04 08:09:43,-436362514621085.2,29.05172025585174,17.3787329340575,13.7394345657165,11.272875972845698,1.2756766628124168,0,Branch,Retired
TX000841,AC00065,54763.91832810047,2023-10-25 16:03:16,Debit,Tucson,D000554,184.185.209.72,M086,364.86978026030926,9842.66963086772,1.7271441635919087,37901778.882749766,2024-11-04 08:10:37,-298269153731757.6,28.32080696242022,17.3787329340575,10.070730803124167,19.425457949378817,1.2756766628124168,0,Branch,Student
TX000842,AC00362,188296.8987956308,2023-05-08 17:29:00,Debit,Atlanta,D000377,57.232.212.116,M018,471.60171869102805,3966.8839418293896,1.7271441635919087,7729861.006573558,2024-11-04 08:07:18,-433193595398161.7,29.05172025585174,33.15513738568704,15.573786447012665,13.311021466978978,1.2756766628124168,2,Online,Student
TX000843,AC00444,66456.95670689139,2023-12-27 18:55:13,Debit,Austin,D000644,16.94.155.46,M001,774.0088775780646,11871.214690178573,1.7271441635919087,39850184.79136492,2024-11-04 08:07:45,-248153160192767.47,29.78263354928326,15.124960869538992,10.070730803124167,15.349166961112259,1.2756766628124168,0,Branch,Doctor
TX000844,AC00106,89323.47259791684,2023-10-12 17:20:30,Debit,Phoenix,D000608,199.103.32.145,M003,436.02440588078844,15648.505490274643,1.7271441635919087,3690108.106910869,2024-11-04 08:06:50,-308545990217740.06,29.05172025585174,19.632504998576007,13.7394345657165,19.425457949378817,1.2756766628124168,1,ATM,Student
TX000845,AC00241,68336.71624656722,2023-01-16 17:28:48,Credit,Nashville,D000472,38.164.132.63,M011,791.7975339831844,2707.787008464033,1.7271441635919087,29136233.891068146,2024-11-04 08:11:39,-522119848425119.5,29.05172025585174,26.393821192131526,10.070730803124167,11.272875972845698,1.2756766628124168,0,Branch,Doctor
TX000846,AC00092,231802.82416654407,2023-05-10 16:38:07,Debit,Memphis,D000518,173.232.121.213,M035,1254.3026005162992,5435.830364088973,1.7271441635919087,52225060.3673685,2024-11-04 08:09:45,-431635077392420.44,28.32080696242022,24.14004912761302,10.070730803124167,15.349166961112259,1.2756766628124168,2,Online,Doctor
TX000847,AC00173,65735.99303251262,2023-09-21 16:42:38,Debit,Houston,D000266,46.150.175.171,M017,969.6840980343824,6624.9774678229205,1.7271441635919087,33060853.89159294,2024-11-04 08:07:34,-325240474871738.5,28.32080696242022,15.124960869538992,11.905082684420332,13.311021466978978,1.2756766628124168,1,ATM,Doctor
